232|123|14
233|88|8
234|49|9
235|90|4
236|120|1
237|49|13
238|37|15
239|135|19
240|126|9
241|71|9
242|107|3
243|37|4
244|66|10
245|90|10
246|52|6
247|92|5
248|64|6
249|9|2
250|127|18
251|87|20
252|48|11
253|8|17
254|107|11
255|131|9
256|8|18
257|103|9
258|52|17
259|19|17
260|98|7
261|93|11
262|73|15
263|87|15
264|105|10
265|135|2
266|1|6
267|28|17
268|15|12
269|105|18
270|15|13
271|55|12
272|70|8
273|73|20
274|48|19
275|106|18
276|81|4
277|2|5
278|61|3
279|15|1
280|3|11
281|133|6
282|96|5
283|112|18
284|90|13
285|22|6
286|117|20
287|9|18
288|18|18
289|136|15
290|8|18
291|39|13
292|8|12
293|83|7
294|55|17
295|107|9
296|59|19
297|35|5
298|5|8
299|115|19
300|39|12
301|77|1
302|131|15
303|88|14
304|66|4
305|57|11
306|78|12
307|17|1
308|31|13
309|98|15
310|54|13
311|75|16
312|3|7
313|115|14
314|1|6
315|19|6
316|43|7
317|70|10
318|116|16
319|2|10
320|118|1
321|98|11
322|55|10
323|109|4
324|62|16
325|48|10
326|60|5
327|26|19
328|16|18
329|45|16
330|117|8
331|23|19
332|17|17
333|39|17
334|56|14
335|27|17
336|114|2
337|22|4
338|44|20
339|82|9
340|100|7
341|46|16
342|92|1
343|88|19
344|23|2
345|38|18
346|66|20
347|26|14
348|66|14
349|70|12
350|31|3
351|111|5
352|46|17
353|62|8
354|94|19
355|119|13
356|109|14
357|92|5
358|66|9
359|10|11
360|3|14
361|27|18
362|98|4
363|39|5
364|59|15
365|94|6
366|56|15
367|72|14
368|39|1
369|131|4
370|4|20
371|83|16
372|94|17
373|75|17
374|94|5
375|70|18
376|37|3
377|33|8
378|131|14
379|3|18
380|92|12
381|23|15
382|9|18
383|136|11
384|119|18
385|111|5
386|108|13
387|10|12
388|36|17
389|36|11
390|28|6
391|54|13
392|125|4
393|8|4
394|42|7
395|125|10
396|48|18
397|131|6
398|76|16
399|42|5
400|108|11
401|126|11
402|78|18
403|18|15
404|121|18
405|56|9
406|40|13
407|100|15
408|31|18
409|116|3
410|76|7
411|5|13
412|22|8
413|31|13
414|30|2
415|128|6
416|50|11
417|126|1
418|48|2
419|20|4
420|114|17
421|45|7
422|36|13
423|129|13
424|59|6
425|11|20
426|75|5
427|56|1
428|24|8
429|105|1
430|28|9
431|96|12
432|34|3
433|128|13
434|67|1
435|132|4
436|56|10
437|99|16
438|107|1
439|13|17
440|81|18
441|16|3
442|71|10
443|106|18
444|21|7
445|88|11
446|33|19
447|15|10
448|41|5
449|129|17
450|100|3
451|59|4
452|79|5
453|12|8
454|79|19
455|109|13
456|69|15
457|94|14
458|66|5
459|18|3
460|6|9
461|39|5
462|82|11
463|34|3
464|113|17
465|116|15
466|45|2
467|32|18
468|104|13
469|97|14
470|112|16
471|26|17
472|74|19
473|37|9
474|48|8
475|90|3
476|17|11
477|63|7
478|13|10
479|106|4
480|90|16
481|29|9
482|6|5
483|30|20
484|113|7
485|82|8
486|106|12
487|95|9
488|46|7
489|113|20
490|110|19
491|46|1
492|79|6
493|63|5
494|114|5
495|36|10
496|73|17
497|12|19
498|99|12
499|125|19
500|20|17
